atributos,id,longitud,latitud,banosDesde,banosHasta,cantidadImagenes,comuna,dormitorioDesde,dormitorioHasta,esFavorito,esNuevo,esUltimaVenta,esUsado,fechaPublicacion,idTipoMoneda,idTipoOperacion,idTipoOperacionFamilia,idTipoOperacionPredominante,idTipoPropiedadFamilia,imagen,ordenProyecto,precioDesde,precioHasta,precioAlternativoDesde,precioAlternativoHasta,rutaLogo,superficieConstruidaDesde,superficieConstruidaHasta,superficieTerrazaDesde,superficieTerrazaHasta,superficieTerrenoDesde,superficieTerrenoHasta,superficieUtilDesde,superficieUtilHasta,tiene360,tieneMultimedia,rolVerificado,propietarios,titulo,urlFicha,idTipoPlan,mostrarLogo,mostrarCPP,region,start,resultados
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,220,23
"[109, 110]",1710377,-70.6185,-33.4286,1,1,14,Providencia,3,3,False,False,0,True,2021-04-07,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210407/1710377/s_wm_obenhaus_5184-201005184-1805623_1.jpg,71,3000000.0,3000000.0,0.0,0.0,22708/0405202113130322708.png,0.0,0.0,0.0,0.0,429.0,429.0,220.0,220.0,False,False,True,0,Propiedad en Nueva Providencia/Manuel Montt,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/propiedad-en-nueva-providencia-manuel-montt/1710377,4,1,0,metropolitana,220,23
"[109, 110]",1477318,-70.5952,-33.4028,4,4,6,Vitacura,6,6,False,False,0,True,2020-05-11,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200511/1477318/s_wm_viv_37605-201037605-1866481_1.jpg,62,220.0,220.0,0.0,0.0,1311/2018100850324227788.jpg,0.0,0.0,0.0,0.0,331.76,331.76,232.0,232.0,False,False,True,0,ALONSO DE CORDOVA,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/vitacura/alonso-de-cordova/1477318,5,1,1,metropolitana,230,11
"[109, 110]",1576368,-70.6226,-33.4472,4,4,25,Providencia,10,10,False,False,0,True,2020-10-01,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201001/1576368/s_wm_flt_201624-201201624-296499_1.jpg,63,1900000.0,1900000.0,0.0,0.0,1472/2015010718494227805.jpg,0.0,0.0,0.0,0.0,387.0,387.0,237.0,237.0,False,False,True,0,Fresia,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/fresia/1576368,5,1,1,metropolitana,230,11
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,metropolitana,230,11
"[107, 109, 110]",820519,-70.5152,-33.3523,3,3,19,Lo Barnechea,4,4,False,False,0,True,2020-10-14,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20170623/820519/s_wm_vld_47275-201047275-1952728_1.jpg,63,140.0,140.0,0.0,0.0,2756/2018100848128749905.jpg,0.0,0.0,0.0,0.0,936.0,936.0,236.0,236.0,False,False,True,0,La Dehesa/ El Rodeo,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/la-dehesa-el-rodeo/820519,5,1,1,metropolitana,230,11
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,metropolitana,230,11
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,metropolitana,230,11
"[109, 110]",1451375,-70.6045,-33.4209,4,4,15,Providencia,6,6,False,False,0,True,2020-10-15,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200325/1451375/s_wm_easyprop_9818-201009818-1854559_1.jpg,68,1300000.0,1300000.0,0.0,0.0,16486/2018120719202974665.jpg,0.0,0.0,0.0,0.0,120.0,120.0,234.0,234.0,False,False,False,0,Los Leones / Providencia Pasaje,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/los-leones-providencia-pasaje/1451375,4,1,0,metropolitana,230,11
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,230,11
"[109, 110]",1542251,-70.628,-33.4423,2,2,15,Providencia,8,8,False,False,0,True,2020-11-25,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200821/1542251/s_wm_felipemendiapropieda_410127-201410127-77075_1.jpg,71,50.0,50.0,0.0,0.0,6304/2019042935413805069.jpg,0.0,0.0,0.0,0.0,292.0,292.0,231.0,231.0,False,False,True,0,BILBAO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/bilbao/1542251,4,1,0,metropolitana,230,11
"[109, 110]",1479993,-70.6172,-33.433,5,5,23,Providencia,6,6,False,False,0,True,2021-02-12,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200515/1479993/s_wm_add9f3f523f-0f55-49cb-b1af-2f30472af281_5404-201005404-1810003_1.jpg,71,1800000.0,1800000.0,0.0,0.0,17211/0308202116201017211.png,0.0,0.0,0.0,0.0,300.0,300.0,230.0,230.0,False,False,True,0,Eliodoro Yañez esquina Manuel Montt,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/eliodoro-yanez-esquina-manuel-montt/1479993,4,1,0,metropolitana,230,11
"[107, 109, 110]",1597236,-70.5598851,-33.4521649,4,4,8,La Reina,4,4,False,False,0,True,2020-10-27,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201027/1597236/s_wm_1bbf2c84-4a70-4b51-8967-c25ed8dbe91c_20201027_165128.jpg,72,95.0,95.0,0.0,0.0,20253/0710202020535520253.jpeg,230.0,230.0,0.0,0.0,480.0,480.0,230.0,230.0,False,False,True,0,Arriendo Comercial o habitacional Av. Larrain,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-reina/arriendo-comercial-o-habitacional-av-larrain/1597236,4,1,0,metropolitana,230,11
"[109, 110]",1489993,-70.5965,-33.4117,4,4,10,Las Condes,4,4,False,False,0,True,2021-03-26,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200602/1489993/s_wm_vie_74487-201074487-2218284_1.jpg,62,2600000.0,2600000.0,0.0,0.0,1312/2018100849527662750.jpg,0.0,0.0,0.0,0.0,320.0,320.0,240.0,240.0,False,False,True,0,Cerro San Luis,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/cerro-san-luis/1489993,5,1,1,metropolitana,240,13
"[109, 110]",1645916,-70.6292,-33.4479,8,8,29,Providencia,7,7,False,False,0,True,2021-01-07,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210107/1645916/s_wm_prourbe_52726-201052726-2047418_1.jpg,62,80.0,80.0,0.0,0.0,6193/070320201733326193.png,0.0,0.0,0.0,0.0,280.0,280.0,240.0,240.0,False,False,True,0,Hotel Boutique. Santa Isabel/Seminario. Barrio Italia. Metro santa Isabel,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/hotel-boutique-santa-isabel-seminario-barrio-italia-metro-santa-isabel/1645916,5,1,1,metropolitana,240,13
"[109, 110]",1608010,-70.4397,-33.3702,2,2,21,Lo Barnechea,4,4,False,False,0,True,2020-11-10,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201106/1608010/s_wm_century21wellhouse_5f31ca88d449b.jpg,62,1800000.0,1800000.0,0.0,0.0,22050/1105202015022622050.png,0.0,0.0,0.0,0.0,2800.0,2800.0,240.0,240.0,False,False,True,0,Pastor Fernández,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/pastor-fernandez/1608010,5,1,1,metropolitana,240,13
"[109, 110]",1703479,-70.6568,-33.4428,5,5,23,Santiago,10,10,False,False,0,True,2021-03-26,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210326/1703479/s_wm_vrp_74558-201074558-2219862_1.jpg,63,29.0,29.0,0.0,0.0,1310/2018100846459676281.jpg,0.0,0.0,0.0,0.0,182.0,182.0,242.0,242.0,False,False,True,0,MONEDA SAN MARTIN (Piso 1 arriendo UF 29) (Piso 2 arriendo UF 27),https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/moneda-san-martin-piso-1-arriendo-uf-29-piso-2-arriendo-uf-27/1703479,5,1,1,metropolitana,240,13
"[107, 109, 110]",1035410,-70.5265,-33.3672,3,3,13,Lo Barnechea,3,3,False,False,0,True,2020-12-24,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20180621/1035410/s_wm_berrioszegers_propiedades_16510-201016510-802718_1.jpg,63,2800000.0,2800000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,2155.0,2155.0,243.0,243.0,False,False,True,0,JARDIN DEHESA- SAN RAFAEL,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/jardin-dehesa-san-rafael/1035410,5,1,1,metropolitana,240,13
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,metropolitana,240,13
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,metropolitana,240,13
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,metropolitana,240,13
"[109, 110]",1615527,-70.6274,-33.4425,3,3,15,Providencia,6,6,False,False,0,True,2020-11-19,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201119/1615527/s_wm_lpm_propiedades_4330-201004330-155949_1.jpg,67,100.0,100.0,0.0,0.0,1622/2013050752071813594.jpg,0.0,0.0,0.0,0.0,240.0,240.0,240.0,240.0,False,False,True,0,AV CONDELL // ALFREDO RIOSECO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/av-condell-alfredo-rioseco/1615527,4,1,0,metropolitana,240,13
"[109, 110]",1531194,-70.5099,-33.3496,3,3,2,Lo Barnechea,4,4,False,False,0,True,2021-02-06,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200805/1531194/s_wm_mardones_propiedades_14347-201014347-1828891_1.jpg,68,100.0,100.0,0.0,0.0,1596/2018061154459548406101.jpg,0.0,0.0,0.0,0.0,766.0,766.0,244.0,244.0,False,False,True,0,Av Huinganal,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/av-huinganal/1531194,4,1,0,metropolitana,240,13
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,240,13
"[107, 109, 110]",794465,-70.5283,-33.3568,5,5,14,Lo Barnechea,6,6,False,False,0,True,2020-05-14,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20170514/794465/s_wm_golden_propiedades_2747-201002747-142645_1.jpg,68,2700000.0,2700000.0,0.0,0.0,1737/2015020547152820578.jpg,0.0,0.0,0.0,0.0,650.0,650.0,240.0,240.0,False,False,False,0,EL RODEO/ LA HIGUERA,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/el-rodeo-la-higuera/794465,5,1,1,metropolitana,240,13
"[23, 41, 99, 102, 107, 109, 112]",1689797,-70.54024225,-33.62268036,5,5,27,Pirque,5,5,False,False,0,True,2021-03-10,1,14,5,14,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210310/1689797/s_wm_2021031051323987449.png,77,70000.0,70000.0,0.0,0.0,,240.0,240.0,0.0,0.0,2000.0,2000.0,0.0,0.0,False,False,False,0,"Arriendo por dias gran casa de campo, 8 personas, 5 baños, Piscina, jardin, tranquilidad.",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/pirque/arriendo-por-dias-gran-casa-de-campo-8-personas-5-banos-piscina-jardin-tranquilidad/1689797,0,1,0,metropolitana,240,13
"[107, 109, 110]",1691450,-70.5652,-33.4162,3,3,10,Las Condes,6,6,False,False,0,True,2021-03-12,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210312/1691450/s_wm_prourbe_52956-201052956-2052758_1.jpg,62,1900000.0,1900000.0,0.0,0.0,6193/070320201733326193.png,0.0,0.0,0.0,0.0,650.0,650.0,250.0,250.0,False,False,True,0,Casa Comercial en : Av. Manquehue Sur esquina Av. Colón.,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/casa-comercial-en-av-manquehue-sur-esquina-av-colon/1691450,5,1,1,metropolitana,250,25
"[109, 110]",1459783,-70.6039,-33.4303,5,5,15,Providencia,5,5,False,False,0,True,2021-02-09,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200415/1459783/s_wm_vupr_propiedades_a0i4p00000gnrqoaap.jpg,63,2000000.0,2000000.0,0.0,0.0,1736/2016032157438919071.jpg,0.0,0.0,0.0,0.0,422.0,422.0,250.0,250.0,False,False,True,0,Peumo / Eliodoro Yáñez,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/peumo-eliodoro-yanez/1459783,5,1,1,metropolitana,250,25
"[109, 110]",1706337,-70.5921,-33.4197,3,3,29,Las Condes,8,8,False,False,0,True,2021-03-31,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210331/1706337/s_wm_vupr_propiedades_a0i4p00000wm8zsaal.jpg,63,180.0,180.0,0.0,0.0,1736/2016032157438919071.jpg,0.0,0.0,0.0,0.0,570.0,570.0,252.0,252.0,False,False,True,0,Presidente Errazuriz/El Golf,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/presidente-errazuriz-el-golf/1706337,5,1,1,metropolitana,250,25
"[107, 109]",1615949,-70.5458697,-33.3869647,4,4,16,Vitacura,6,6,False,False,0,True,2021-02-26,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201119/1615949/s_wm_a967c6d2-6ead-4f37-af37-219c9802ac9d_20201119_154552.jpg,63,70.0,70.0,0.0,0.0,14938/1118201913193214938.jpeg,250.0,250.0,0.0,0.0,595.0,595.0,0.0,0.0,False,False,True,0,Casas de lo Matta gran casas condominio!,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/vitacura/casas-de-lo-matta-gran-casas-condominio/1615949,5,1,1,metropolitana,250,25
"[109, 110]",1357440,-70.5398,-33.3457,3,3,16,Lo Barnechea,4,4,False,False,0,True,2021-01-28,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20191119/1357440/s_wm_adda94f7cf5-55d8-4068-8519-cd1a7e00d0b5_1.jpg,63,2800000.0,2800000.0,0.0,0.0,17449/1001201914121117449.jpeg,0.0,0.0,0.0,0.0,600.0,600.0,250.0,250.0,False,False,True,0,los trapenses/Camino El Real,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/los-trapenses-camino-el-real/1357440,5,1,1,metropolitana,250,25
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,metropolitana,250,25
"[109, 110]",1597671,-70.5825,-33.4525,3,3,26,Ñuñoa,4,4,False,False,0,True,2020-10-27,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201027/1597671/s_wm_engel_volkers_propiedades_765831_30fed583fe36da1c7a94d09fe913c474fe6b3d7d.jpg,64,1900000.0,1900000.0,0.0,0.0,5971/2015090720272015582.jpg,0.0,0.0,0.0,0.0,380.0,380.0,250.0,250.0,False,False,False,0,Casa en excelente ubicación,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/nunoa/casa-en-excelente-ubicacion/1597671,5,1,1,metropolitana,250,25
"[107, 109, 110]",1374503,-70.6932,-33.3024,4,4,10,Colina,3,3,False,False,0,True,2021-01-12,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20191206/1374503/s_wm_jcjs6667_4505_1615207_w1280.jpg,64,5475300.0,5475300.0,0.0,0.0,6182/111420191620556182.jpeg,0.0,0.0,0.0,0.0,1600.0,1600.0,250.0,250.0,False,False,False,0,Chicureo Oriente - Avenida del Valle,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/colina/chicureo-oriente-avenida-del-valle/1374503,5,1,1,metropolitana,250,25
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,metropolitana,250,25
"[109, 110]",1669052,-70.4969,-33.3428,3,3,38,Lo Barnechea,4,4,False,False,0,True,2021-02-09,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210209/1669052/s_wm_berrioszegers_propiedades_37031-201037031-944865_1.jpg,64,3500000.0,3500000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,800.0,800.0,250.0,250.0,False,False,False,0,Camino La Laguna,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/camino-la-laguna/1669052,5,1,1,metropolitana,250,25
"[109, 110]",1674499,-70.6788,-33.3514,2,2,50,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674499/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,64,100.0,100.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,720.0,720.0,250.0,250.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674499,5,1,1,metropolitana,250,25
"[107, 109, 110]",686521,-70.6145,-33.4493,4,4,14,Ñuñoa,4,4,False,False,0,True,2019-02-06,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20161112/686521/s_wm_viv_33284-201033284-1813082_1.jpg,65,95.0,95.0,0.0,0.0,1311/2018100850324227788.jpg,0.0,0.0,0.0,0.0,369.0,369.0,257.12,257.12,False,False,True,0,FAUSTINO SARMIENTO  / SUCRE,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/nunoa/faustino-sarmiento-sucre/686521,5,1,1,metropolitana,250,25
"[109, 110]",1690897,-70.5865,-33.4525,3,3,30,Ñuñoa,4,4,False,False,0,True,2021-03-12,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210312/1690897/s_wm_nexxos_45074-201045074-2151578_1.jpg,66,2000000.0,2000000.0,0.0,0.0,15327/2018073102079924760.jpg,0.0,0.0,0.0,0.0,458.0,458.0,250.0,250.0,False,False,True,0,Ángel Cruchaga Santa Maria/Montenegro/Diagonal Ote /Colegio Calasanz,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/nunoa/angel-cruchaga-santa-maria-montenegro-diagonal-ote-colegio-calasanz/1690897,4,1,0,metropolitana,250,25
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,metropolitana,250,25
"[109, 110]",1675780,-70.5157,-33.3988,5,5,15,Las Condes,5,5,False,False,0,True,2021-02-18,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210219/1675780/s_wm_vivo_propiedades_56419_img0.jpeg,67,2500000.0,2500000.0,0.0,0.0,12236/0625202020075012236.png,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,False,False,False,0,Casa amoblada sector San Carlos de Apoquindo,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/casa-amoblada-sector-san-carlos-de-apoquindo/1675780,4,1,0,metropolitana,250,25
"[109, 110]",1702821,-70.5765,-33.3871,5,5,14,Colina,6,6,False,False,0,True,2021-03-26,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210326/1702821/s_wm_todopropiedades_big_c238u2195co87a839.jpeg,67,1280000.0,1280000.0,0.0,0.0,22682/0329202115343922682.png,0.0,0.0,0.0,0.0,1050.0,1050.0,250.0,250.0,False,False,False,0,Avenida Parque Central  Chicureo..........,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/colina/avenida-parque-central-chicureo/1702821,4,1,0,metropolitana,250,25
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,250,25
"[107, 108, 109]",1694712,-71.2139014,-33.7303572,1,1,15,Melipilla,3,3,False,False,0,True,2021-03-16,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210316/1694712/s_wm_c89bcbb3-ee92-4820-9216-07e57a5fe8f5_20210316_192924.jpg,68,1000000.0,1000000.0,0.0,0.0,22651/0316202122054122651.jpeg,250.0,250.0,1.0,1.0,11000.0,11000.0,0.0,0.0,False,False,False,0,Mcce Propiedades ARRIENDA | CASA 3 DORMITORIOS 250 mts² | CASA INTERIOR 2 DORMITORIOS 50 mts² | 11.000 mts² TERRENO | PISCINA | MELIPILLA,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/melipilla/mcce-propiedades-arrienda-casa-3-dormitorios-250-mts-casa-interior-2-dormitorios-50-mts-11-000-mts-t/1694712,4,1,0,metropolitana,250,25
