atributos,id,longitud,latitud,banosDesde,banosHasta,cantidadImagenes,comuna,dormitorioDesde,dormitorioHasta,esFavorito,esNuevo,esUltimaVenta,esUsado,fechaPublicacion,idTipoMoneda,idTipoOperacion,idTipoOperacionFamilia,idTipoOperacionPredominante,idTipoPropiedadFamilia,imagen,ordenProyecto,precioDesde,precioHasta,precioAlternativoDesde,precioAlternativoHasta,rutaLogo,superficieConstruidaDesde,superficieConstruidaHasta,superficieTerrazaDesde,superficieTerrazaHasta,superficieTerrenoDesde,superficieTerrenoHasta,superficieUtilDesde,superficieUtilHasta,tiene360,tieneMultimedia,rolVerificado,propietarios,titulo,urlFicha,idTipoPlan,mostrarLogo,mostrarCPP,region,start,resultados
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,metropolitana,0,18
"[107, 110]",1698004,-70.5947,-33.3985,0,0,26,Vitacura,3,3,False,False,0,True,2021-03-20,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210320/1698004/s_wm_pyglarrain_36305-201036305-1974528_1.jpg,63,140.0,140.0,0.0,0.0,1542/2018071047177715760.jpg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,nueva costanera,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/vitacura/nueva-costanera/1698004,5,1,1,metropolitana,0,18
"[107, 110]",1216463,-70.5786,-33.6044,2,2,8,Puente Alto,4,4,False,False,0,True,2019-04-18,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20190418/1216463/s_wm_engel_volkers_propiedades_879612_5d2855e9c437c81da5cf70ceb874d3e36899b00b.jpg,64,2900000.0,2900000.0,0.0,0.0,5976/2015090731407547465.jpg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,Santo Domingo / Concha y Toro,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/puente-alto/santo-domingo-concha-y-toro/1216463,5,1,1,metropolitana,0,18
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,metropolitana,0,18
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,metropolitana,0,18
"[107, 110]",1688362,-70.8316,-33.5738,1,1,18,Padre Hurtado,2,2,False,False,0,True,2021-03-08,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210308/1688362/s_wm_inmobiliariaalonsoascui_5412-201005412-1808883_1.jpg,68,450000.0,450000.0,0.0,0.0,14726/0905201917491714726.jpeg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,Villa santa cruz,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/padre-hurtado/villa-santa-cruz/1688362,4,1,0,metropolitana,0,18
"[107, 110]",1642160,-70.5675,-33.4121,1,1,15,Las Condes,1,1,False,False,0,True,2021-01-01,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210101/1642160/s_wm_nexxos_42828-201042828-2109811_1.jpg,68,460000.0,460000.0,0.0,0.0,15327/2018073102079924760.jpg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,Se arrienda oficina a pasos del Metro Manquehue,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/se-arrienda-oficina-a-pasos-del-metro-manquehue/1642160,4,1,0,metropolitana,0,18
"[107, 108, 109]",1709795,-70.7338634,-33.366755,2,2,19,Quilicura,3,3,False,False,0,True,2021-04-06,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210406/1709795/s_wm_9c37a092-fb1b-47b8-9cad-a695a955b0a2_20210406_141019.jpg,68,400000.0,400000.0,0.0,0.0,18408/,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False,False,False,0,ESPECTACULAR CASA EN CENTRO QUILICURA,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/quilicura/espectacular-casa-en-centro-quilicura/1709795,4,1,0,metropolitana,0,18
"[107, 110]",1579687,-70.6713,-33.4424,4,4,42,Santiago,6,6,False,False,0,True,2020-12-28,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201006/1579687/s_wm_nexxos_39795-201039795-2052571_1.jpg,68,1200000.0,1200000.0,0.0,0.0,15327/2018073102079924760.jpg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,Arzobispo,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/arzobispo/1579687,4,1,0,metropolitana,0,18
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,0,18
"[107, 110]",1579684,-70.6744,-33.4381,3,3,12,Santiago,10,10,False,False,0,True,2020-12-28,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201006/1579684/s_wm_nexxos_39793-201039793-2052490_1.jpg,68,2000000.0,2000000.0,0.0,0.0,15327/2018073102079924760.jpg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,libertad,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/libertad/1579684,4,1,0,metropolitana,0,18
"[107, 110]",1439117,-71.2180485,-33.6858668,1,1,1,Melipilla,3,3,False,False,0,True,2020-03-09,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200309/1439117/s_wm_31423b98-5a77-4bb8-9c9f-aa3075d3726a_20200309_142451.jpg,68,41500000.0,41500000.0,0.0,0.0,19013/1016201920104719013.jpeg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,Estupenda casa en Villa Colonial,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/melipilla/estupenda-casa-en-villa-colonial/1439117,4,1,0,metropolitana,0,18
[110],1708022,-70.6533,-33.4364,0,0,6,Santiago,0,0,False,False,0,True,2021-04-02,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210402/1708022/s_wm_kiteprop-1060_44463-556aa8ade0ac4853ed6ece1d302bfe45.jpg,69,85000.0,85000.0,0.0,0.0,21134/0728202018185421134.png,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,0,SE ARIENDA ESTACIONAMIENTO EN SANTIAGO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/se-arienda-estacionamiento-en-santiago/1708022,4,1,0,metropolitana,0,18
"[11, 17, 23, 41, 42, 45, 50, 97, 99, 101, 102, 107, 109, 112]",1393052,-70.63335946,-33.46252161,2,2,12,Santiago,5,5,False,False,0,True,2020-01-06,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200106/1393052/s_wm_2020010615486933044.jpg,77,200000.0,200000.0,0.0,0.0,,4.0,4.0,0.0,0.0,170.0,170.0,0.0,0.0,False,False,True,0,"Habitaciones en arriendo.....ROGELIO UGARTE 1442, Santiago",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/santiago/habitaciones-en-arriendo-rogelio-ugarte-1442-santiago/1393052,0,1,0,metropolitana,0,18
"[23, 41, 99, 102, 107, 109, 112]",1682914,-70.63400507,-33.46349877,2,2,10,Santiago,1,1,False,False,0,True,2021-03-01,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210301/1682914/s_wm_2021030120343776292.jpg,78,200000.0,200000.0,0.0,0.0,,3.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,False,False,False,0,"Madrid 1478 habitación, Santiago",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/santiago/madrid-1478-habitacion-santiago/1682914,0,1,0,metropolitana,0,18
"[41, 99, 101, 102, 107, 109, 112]",1704097,-70.6907621,-33.4800865,1,1,17,Cerrillos,3,3,False,False,0,True,2021-03-27,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210327/1704097/s_wm_2021032707175189619.jpeg,78,400000.0,400000.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,0,"Avenida 4 2849 Casa, Cerrillos",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/cerrillos/avenida-4-2849-casa-cerrillos/1704097,0,1,0,metropolitana,0,18
"[41, 99, 102, 107, 109]",1622981,-70.4681808,-33.3375867,1,1,3,Lo Barnechea,1,1,False,False,0,True,2021-02-11,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201130/1622981/s_wm_2020113058455471675.jpg,79,540000.0,540000.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,0,"CAMINO LAS HIGUERAS 19100, Lo Barnechea",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/lo-barnechea/camino-las-higueras-19100-lo-barnechea/1622981,0,1,0,metropolitana,0,18
"[41, 99, 102, 107, 109]",1689015,-70.6087474,-33.5080035,1,1,5,Macul,1,1,False,False,0,True,2021-03-09,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210309/1689015/s_wm_2021030952055960576.jpg,79,180000.0,180000.0,0.0,0.0,,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,False,False,False,0,ARRIENDO PIEZA EN MACUL METRO PEDRERO MALL FLORIDA,https://www.toctoc.com/propiedades/arriendoparticularsr/casa/macul/arriendo-pieza-en-macul-metro-pedrero-mall-florida/1689015,0,1,0,metropolitana,0,18
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,metropolitana,10,13
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,metropolitana,10,13
"[107, 109]",1665288,-70.624401,-33.4336198,4,4,17,Providencia,1,1,False,False,0,True,2021-02-03,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210203/1665288/s_wm_b604fdda-3ddb-4162-9030-6392c8e2b17b_20210203_184730.png,67,440000.0,440000.0,0.0,0.0,20429/0821202016423120429.png,12.8,12.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,"Metro Salvador - Oficina 12,8 m2.",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/metro-salvador-oficina-12-8-m2/1665288,4,1,0,metropolitana,10,13
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,metropolitana,10,13
[107],1665275,-70.6242375,-33.4337214,4,4,16,Providencia,1,1,False,False,0,True,2021-02-03,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210203/1665275/s_wm_db2a4fd3-d45a-4f58-ad4d-dc66a8c24331_20210203_180957.jpg,67,610000.0,610000.0,0.0,0.0,20429/0821202016423120429.png,17.8,17.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,"Metro Salvador - Oficina 17,8m2.",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/metro-salvador-oficina-17-8m2/1665275,4,1,0,metropolitana,10,13
"[109, 110]",1702259,-70.5875,-33.4402,3,3,6,Ñuñoa,7,7,False,False,0,True,2021-03-25,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210323/1702259/s_wm_uhomie_325a.jpg,68,250000.0,250000.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,False,False,False,0,"Avenida Eliécer Parada, Providencia, Ñuñoa, Chile",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/nunoa/avenida-eliecer-parada-providencia-nunoa-chile/1702259,4,1,0,metropolitana,10,13
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,10,13
"[4, 23, 41, 45, 53, 97, 99, 101, 102, 103, 107, 109, 112]",1690622,-70.58646132,-33.43567001,1,1,3,Providencia,1,1,False,False,0,True,2021-03-12,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210312/1690622/s_wm_2021031224329346960.jpg,78,190000.0,190000.0,0.0,0.0,,12.0,12.0,0.0,0.0,229.0,229.0,0.0,0.0,False,False,True,0,"EL BELLOTO 3796, Providencia",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/providencia/el-belloto-3796-providencia/1690622,0,1,0,metropolitana,10,13
"[41, 97, 99, 102, 107, 109, 112]",1709382,-70.65107389,-33.47444258,1,1,3,Santiago,1,1,False,False,0,True,2021-04-06,2,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210406/1709382/s_wm_2021040627533632106.jpg,78,250000.0,250000.0,0.0,0.0,,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,False,False,True,0,"BIO BIO 1381, Santiago",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/santiago/bio-bio-1381-santiago/1709382,0,1,0,metropolitana,10,13
"[23, 41, 99, 102, 107, 109, 112]",1689168,-70.6335274,-33.4422383,1,1,8,Providencia,3,3,False,False,0,True,2021-03-09,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210309/1689168/s_wm_2021030932222369580.jpg,79,200000.0,200000.0,0.0,0.0,,14.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0,False,False,False,0,"tomas andrews  015, Providencia",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/providencia/tomas-andrews-015-providencia/1689168,0,1,0,metropolitana,10,13
"[23, 41, 99, 102, 106, 107, 109, 112]",1694773,-70.5360485,-33.4584192,1,1,6,La Reina,1,1,False,False,0,True,2021-03-16,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210316/1694773/s_wm_2021031652599450017.jpg,79,220000.0,220000.0,0.0,0.0,,10.5,10.5,0.0,0.0,70.0,70.0,0.0,0.0,False,False,False,0,"San Pedro de Atacama 683, La Reina",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/la-reina/san-pedro-de-atacama-683-la-reina/1694773,0,1,0,metropolitana,10,13
"[23, 41, 99, 102, 107, 109, 112]",1669412,-70.68431789,-33.41810725,1,1,4,Renca,1,1,False,False,0,True,2021-02-10,2,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210210/1669412/s_wm_2021021011526410032.jpeg,79,3.43,3.43,0.0,0.0,,16.0,16.0,0.0,0.0,16.0,16.0,0.0,0.0,False,False,False,0,"Padre patricio Guerrero  2816, Renca",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/renca/padre-patricio-guerrero-2816-renca/1669412,0,1,0,metropolitana,10,13
"[41, 99, 102, 107, 109, 112]",1704714,-70.6414998,-33.4272783,1,1,4,Recoleta,1,1,False,False,0,True,2021-03-29,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210329/1704714/s_wm_2021032932474561348.jpeg,79,200000.0,200000.0,0.0,0.0,,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0,False,False,False,0,"Buenos Aires  281, Recoleta",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/recoleta/buenos-aires-281-recoleta/1704714,0,1,0,metropolitana,10,13
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,metropolitana,20,7
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,metropolitana,20,7
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,metropolitana,20,7
"[107, 109]",1665423,-70.6242375,-33.4337214,4,4,17,Providencia,1,1,False,False,0,True,2021-02-03,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210203/1665423/s_wm_cea6705a-ae7f-408d-9f40-9718b5629c84_20210203_192609.png,67,830000.0,830000.0,0.0,0.0,20429/0821202016423120429.png,24.0,24.0,0.0,0.0,24.0,24.0,0.0,0.0,False,False,True,0,Metro Salvador - Oficina 24 m2.,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/metro-salvador-oficina-24-m2/1665423,4,1,0,metropolitana,20,7
[107],1665280,-70.6242375,-33.4337214,4,4,15,Providencia,1,1,False,False,0,True,2021-02-03,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210203/1665280/s_wm_72fcfc76-eaba-435e-9446-4bda58ab510c_20210203_182942.jpg,67,740000.0,740000.0,0.0,0.0,20429/0821202016423120429.png,21.5,21.5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,"Metro Salvador - Oficina 21,5 m2.",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/metro-salvador-oficina-21-5-m2/1665280,4,1,0,metropolitana,20,7
"[107, 109]",1665284,-70.6247698,-33.4336341,4,4,17,Providencia,1,1,False,False,0,True,2021-02-03,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210203/1665284/s_wm_043bb27f-5d43-49dd-af69-1d979e4fb490_20210203_183456.png,67,790000.0,790000.0,0.0,0.0,20429/0821202016423120429.png,23.2,23.2,0.0,0.0,23.2,23.2,0.0,0.0,False,False,True,0,"Metro Salvador - Oficina 23,2 m2.",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/metro-salvador-oficina-23-2-m2/1665284,4,1,0,metropolitana,20,7
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,20,7
"[109, 110]",1570675,-70.5684,-33.5318,1,1,5,La Florida,1,1,False,False,0,True,2020-09-25,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200924/1570675/s_wm_flf_161664-201161664-177005_1.jpg,63,200000.0,200000.0,0.0,0.0,1301/2016050418163835633.jpg,0.0,0.0,0.0,0.0,32.0,32.0,32.0,32.0,False,False,True,0,Santa Julia Avda. La Florida,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/santa-julia-avda-la-florida/1570675,5,1,1,metropolitana,30,9
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,metropolitana,30,9
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,metropolitana,30,9
"[107, 109]",1665428,-70.6247698,-33.4336341,4,4,17,Providencia,1,1,False,False,0,True,2021-02-03,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210203/1665428/s_wm_6fe49185-1883-4236-b13c-f3f9822dfeb4_20210203_194107.png,67,1200000.0,1200000.0,0.0,0.0,20429/0821202016423120429.png,36.4,36.4,0.0,0.0,36.4,36.4,0.0,0.0,False,False,True,0,"Metro Salvador - Oficina 36,4 m2.",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/metro-salvador-oficina-36-4-m2/1665428,4,1,0,metropolitana,30,9
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,metropolitana,30,9
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,metropolitana,30,9
"[41, 97, 99, 102, 107, 109, 112]",1698674,-70.6892302,-33.3785223,1,1,3,Conchalí,2,2,False,False,0,True,2021-03-21,2,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210321/1698674/s_wm_2021032154014065624.jpeg,78,13.62,13.62,0.0,0.0,,35.0,35.0,0.0,0.0,233.0,233.0,0.0,0.0,False,False,True,0,"EL CORTIJO 2046, Conchalí",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/conchali/el-cortijo-2046-conchali/1698674,0,1,0,metropolitana,30,9
